CustomerID,Age,Gender,Tenure,MonthlyCharges,TotalCharges,NumOfProducts,HasCreditCard,IsActiveMember,ContractType,PaymentMethod,SupportCalls,Churn
2672,67,Female,19,92.79,1158.04,2,0,1,Month-to-Month,Mailed Check,7,1
2673,62,Male,46,61.41,1046.21,4,1,0,Month-to-Month,Bank Transfer,1,0
2674,19,Male,67,52.48,7393.32,2,1,1,Month-to-Month,Credit Card,8,1
2675,58,Male,2,104.63,5335.71,1,1,0,Month-to-Month,Credit Card,8,1
2676,38,Male,56,110.54,7619.13,1,0,1,Two Year,Electronic Check,8,0
2677,19,Male,17,65.19,4704.22,3,0,1,Month-to-Month,Credit Card,8,1
2678,44,Female,22,20.91,3747.69,1,0,1,One Year,Mailed Check,6,0
2679,26,Male,27,99.25,6359.51,2,1,1,Month-to-Month,Mailed Check,8,1
2680,18,Male,55,48.51,1371.44,4,1,1,Month-to-Month,Bank Transfer,7,1
2681,28,Female,32,20.99,3112.57,2,0,1,One Year,Mailed Check,9,0
2682,20,Female,60,100.5,3783.57,3,0,0,Month-to-Month,Mailed Check,7,0
2683,69,Female,28,71.74,2457.82,1,1,1,Month-to-Month,Electronic Check,6,0
2684,40,Male,28,88.52,3033.16,1,1,1,Month-to-Month,Credit Card,1,0
2685,43,Male,25,111.47,717.03,4,0,1,One Year,Credit Card,1,0
2686,21,Female,26,74.12,1664.07,3,1,1,One Year,Credit Card,7,0
2687,35,Female,71,70.32,2750.42,3,1,0,Month-to-Month,Electronic Check,1,1
2688,23,Female,17,49.07,6387.53,1,1,0,One Year,Credit Card,1,0
2689,52,Female,7,50.52,1541.73,3,1,1,Two Year,Bank Transfer,6,0
2690,39,Male,56,99.65,2838.46,2,1,1,One Year,Credit Card,6,1
2691,60,Male,64,64.9,612.87,3,0,1,Month-to-Month,Mailed Check,0,1
2692,32,Male,20,36.35,4501.12,2,0,1,One Year,Electronic Check,6,0
2693,39,Male,38,29.45,4928.88,2,1,1,Month-to-Month,Bank Transfer,4,0
2694,54,Male,58,67.29,6937.58,2,0,1,Two Year,Electronic Check,4,0
2695,69,Female,16,66.5,6571.02,1,1,0,Two Year,Bank Transfer,1,0
2696,59,Male,51,85.35,2354.49,2,0,0,Month-to-Month,Bank Transfer,5,0
2697,29,Female,27,67.11,1181.93,4,0,0,One Year,Mailed Check,3,0
2698,64,Female,51,34.35,1333.06,3,0,0,Two Year,Credit Card,6,0
2699,66,Female,16,70.78,7754.82,2,1,1,Month-to-Month,Credit Card,1,0
2700,59,Male,60,110.68,5418.48,4,0,1,Month-to-Month,Bank Transfer,7,0
2701,55,Female,40,35.94,436.31,1,0,0,Two Year,Bank Transfer,4,1
2702,35,Male,67,88.98,1180.56,1,1,0,Month-to-Month,Credit Card,7,1
2703,62,Female,2,79.39,3937.82,1,0,1,Two Year,Electronic Check,6,0
2704,52,Male,48,94.86,1741.85,1,0,0,Two Year,Bank Transfer,2,0
2705,47,Female,52,35.06,6448.91,3,1,0,One Year,Bank Transfer,8,1
2706,41,Male,24,114.16,4628.42,1,0,1,Month-to-Month,Electronic Check,8,0
2707,59,Female,2,82.1,4939.79,3,1,0,Two Year,Electronic Check,1,0
2708,47,Female,65,104.71,3756.32,4,1,1,Two Year,Credit Card,2,0
2709,31,Female,20,44.66,2122.9,1,1,0,One Year,Credit Card,9,1
2710,23,Female,34,93.94,4756.29,1,1,1,Two Year,Electronic Check,9,0
2711,20,Male,41,98.1,5764.06,4,0,1,One Year,Electronic Check,0,0
2712,33,Male,41,59.74,3030.49,4,1,1,Two Year,Mailed Check,0,0
2713,24,Male,23,58.4,4089.05,3,0,0,Month-to-Month,Mailed Check,2,0
2714,69,Female,38,85.78,6733.5,2,1,0,Month-to-Month,Credit Card,2,0
2715,31,Female,44,29.34,1274.59,3,1,0,Month-to-Month,Bank Transfer,4,1
2716,26,Female,67,93.56,4407.27,2,0,0,One Year,Electronic Check,5,1
2717,32,Female,62,24.29,2852.46,3,1,1,Month-to-Month,Credit Card,3,0
2718,38,Female,12,39.06,5652.08,2,1,0,One Year,Mailed Check,9,0
2719,52,Female,30,86.41,248.6,1,1,1,One Year,Bank Transfer,6,0
2720,19,Male,65,29.83,5396.74,2,1,0,One Year,Mailed Check,2,0
2721,44,Male,41,117.18,912.89,4,0,1,Two Year,Mailed Check,3,0
2722,19,Male,20,106.84,611.67,4,1,1,One Year,Mailed Check,4,0
2723,52,Male,6,82.63,5824.52,2,0,1,Two Year,Bank Transfer,7,1
2724,35,Male,4,101.91,5158.7,1,1,0,One Year,Mailed Check,8,1
2725,31,Male,10,108.76,7169.99,1,1,0,One Year,Credit Card,2,1
2726,37,Male,51,45.95,4205.27,2,0,1,Two Year,Bank Transfer,0,0
2727,35,Male,38,104.94,4287.19,2,0,0,Two Year,Electronic Check,1,0
2728,27,Female,1,39.48,5685.44,4,0,1,Month-to-Month,Electronic Check,1,1
2729,42,Female,8,61.33,2654.84,4,1,0,Month-to-Month,Electronic Check,2,1
2730,19,Female,63,75.83,391.61,3,1,0,Two Year,Electronic Check,1,0
2731,42,Female,33,91.39,1917.36,1,0,0,Month-to-Month,Mailed Check,0,1
2732,50,Female,15,23.01,1980.31,1,1,0,Two Year,Mailed Check,5,1
2733,53,Female,31,49.05,2751.7,1,1,1,Two Year,Electronic Check,6,0
2734,48,Female,21,80.85,7553.36,3,0,0,Month-to-Month,Bank Transfer,0,0
2735,31,Male,3,55.74,6458.26,3,0,0,Two Year,Mailed Check,8,1
2736,18,Male,66,97.5,7494.05,4,0,0,Two Year,Mailed Check,6,1
2737,63,Female,35,85.17,7989.02,4,1,1,Month-to-Month,Bank Transfer,3,0
2738,33,Male,41,43.44,3526.85,2,0,1,One Year,Bank Transfer,2,0
2739,63,Male,59,34.59,1893.88,3,0,1,One Year,Credit Card,5,0
2740,69,Male,16,82.9,4524.03,3,1,1,Two Year,Bank Transfer,2,1
2741,20,Male,56,65.05,7060.96,3,0,1,Month-to-Month,Electronic Check,3,1
2742,52,Male,45,36.9,3779.28,1,1,1,Month-to-Month,Electronic Check,8,0
2743,58,Female,59,52.64,4092.65,4,0,0,One Year,Bank Transfer,4,0
2744,23,Male,50,50.3,1162.07,2,0,1,Two Year,Credit Card,9,1
2745,42,Female,12,30.81,3421.6,3,1,1,One Year,Credit Card,4,0
2746,30,Female,12,74.69,3157.26,3,0,0,One Year,Electronic Check,8,0
2747,51,Female,33,96.36,2878.34,3,0,0,Two Year,Electronic Check,1,0
2748,25,Male,49,77.55,7109.66,1,0,0,Two Year,Bank Transfer,6,0
2749,38,Female,21,102.63,568.48,2,1,0,Two Year,Mailed Check,6,1
2750,51,Female,60,32.76,7779.96,2,1,1,Two Year,Credit Card,5,0
2751,21,Female,52,63.56,165.15,3,0,1,Two Year,Electronic Check,3,0
2752,42,Female,54,80.94,7570.19,2,1,1,Two Year,Bank Transfer,6,1
2753,32,Male,39,87.6,4429.58,1,1,1,Two Year,Bank Transfer,2,0
2754,21,Female,49,89.58,5649.32,3,1,0,Month-to-Month,Bank Transfer,8,1
2755,62,Female,64,92.9,1578.35,4,1,1,Month-to-Month,Credit Card,0,0
2756,29,Female,26,85.14,5268.27,4,0,1,One Year,Mailed Check,5,0
2757,49,Female,71,29.42,7067.47,2,0,0,One Year,Bank Transfer,0,0
2758,49,Male,7,89.53,1201.89,4,0,0,Month-to-Month,Bank Transfer,5,0
2759,45,Female,62,92.48,1103.94,4,0,0,Month-to-Month,Mailed Check,4,1
2760,30,Female,24,119.35,2501.43,3,1,1,Two Year,Bank Transfer,4,1
2761,48,Female,40,89.34,1377.63,1,0,1,One Year,Electronic Check,9,1
2762,31,Female,47,88.68,974.1,3,0,0,Month-to-Month,Credit Card,5,0
2763,37,Female,8,71.48,5458.72,1,0,0,Two Year,Mailed Check,7,0
2764,35,Female,54,106.79,1789.23,3,0,1,Month-to-Month,Mailed Check,8,1
2765,46,Male,9,119.68,5369.42,4,0,1,One Year,Credit Card,2,1
2766,23,Female,3,97.9,6909.24,3,0,0,Month-to-Month,Bank Transfer,4,1
2767,49,Male,54,81.25,5251.0,2,1,1,Month-to-Month,Credit Card,5,0
2768,46,Male,21,27.9,1043.0,2,1,1,One Year,Electronic Check,0,0
2769,60,Female,48,92.67,4631.26,1,0,1,Month-to-Month,Mailed Check,0,1
2770,19,Male,47,90.86,3209.67,1,0,0,One Year,Bank Transfer,0,1
2771,40,Female,68,97.56,2812.63,1,0,0,Two Year,Bank Transfer,1,0
2772,36,Male,63,32.46,2616.4,2,1,0,Two Year,Credit Card,3,1
2773,48,Female,16,85.37,7442.51,3,1,0,Month-to-Month,Mailed Check,5,0
2774,68,Male,5,49.57,5965.81,4,0,0,Two Year,Credit Card,2,1
2775,22,Male,11,96.03,1157.41,1,0,1,One Year,Mailed Check,8,1
2776,36,Female,29,44.04,3860.44,3,1,0,One Year,Credit Card,2,0
2777,51,Male,70,88.4,2613.96,3,0,1,Month-to-Month,Bank Transfer,3,1
2778,27,Male,48,49.5,7825.71,2,0,1,Two Year,Credit Card,3,0
2779,42,Male,15,20.9,7826.43,2,1,0,One Year,Mailed Check,4,0
2780,19,Male,34,83.34,2624.32,4,1,0,One Year,Electronic Check,4,0
2781,28,Male,60,31.33,2881.69,3,1,0,Month-to-Month,Credit Card,1,0
2782,67,Female,62,85.93,4835.37,1,0,0,Two Year,Electronic Check,5,1
2783,48,Male,2,112.56,3886.53,2,1,0,One Year,Bank Transfer,8,1
2784,32,Male,19,116.92,1783.5,3,1,1,Month-to-Month,Credit Card,4,0
2785,26,Female,49,43.59,5317.26,2,0,0,Month-to-Month,Electronic Check,0,0
2786,40,Female,28,100.93,2739.62,3,1,1,One Year,Credit Card,8,1
2787,36,Female,48,55.36,5264.36,2,1,0,One Year,Credit Card,6,1
2788,26,Male,37,110.05,3131.08,1,1,0,Month-to-Month,Bank Transfer,6,1
2789,52,Male,49,98.75,5631.66,4,0,1,Two Year,Mailed Check,5,0
2790,38,Male,48,27.39,5375.62,1,0,0,Month-to-Month,Mailed Check,0,0
2791,26,Male,29,60.71,4119.62,2,1,0,Two Year,Credit Card,6,0
2792,45,Female,60,53.73,5667.45,2,0,1,One Year,Bank Transfer,3,0
2793,63,Female,29,98.52,3741.63,2,0,0,One Year,Credit Card,4,1
2794,68,Male,58,61.03,1017.49,1,0,0,One Year,Bank Transfer,6,1
2795,24,Male,48,88.46,1538.64,2,1,0,Month-to-Month,Mailed Check,2,1
2796,33,Male,23,80.24,2043.35,1,0,0,Two Year,Bank Transfer,1,0
2797,33,Male,27,117.56,599.51,2,0,0,Month-to-Month,Credit Card,0,0
2798,50,Female,7,113.78,5719.91,4,0,1,Month-to-Month,Electronic Check,7,0
2799,21,Female,49,62.77,3002.38,4,1,1,Month-to-Month,Electronic Check,7,1
2800,21,Male,54,92.36,838.83,2,0,0,Two Year,Credit Card,6,0
2801,56,Female,68,102.95,6577.67,3,0,1,Two Year,Electronic Check,9,0
2802,57,Male,42,109.89,5500.87,1,0,1,One Year,Credit Card,8,0
2803,34,Male,59,26.81,3672.57,2,0,0,Month-to-Month,Credit Card,9,0
2804,54,Female,44,50.21,2054.66,1,1,0,Two Year,Mailed Check,0,0
2805,56,Male,26,52.02,1298.79,3,0,1,Month-to-Month,Mailed Check,2,0
2806,69,Female,23,63.44,3721.16,4,1,1,One Year,Mailed Check,4,0
2807,46,Male,8,36.93,7093.44,1,0,1,One Year,Credit Card,1,0
2808,69,Female,53,69.62,1588.32,1,1,0,Month-to-Month,Bank Transfer,6,1
2809,53,Male,14,86.32,4592.41,1,0,1,One Year,Credit Card,5,0
2810,55,Female,71,69.74,7697.32,1,1,1,Two Year,Mailed Check,9,0
2811,56,Male,7,86.58,5133.22,1,1,1,Two Year,Mailed Check,1,1
2812,67,Male,9,26.64,3575.72,4,1,0,Two Year,Electronic Check,7,1
2813,54,Female,3,107.6,5759.35,1,0,1,Two Year,Mailed Check,2,0
2814,69,Male,17,113.91,6614.17,1,1,0,One Year,Bank Transfer,3,0
2815,52,Female,44,81.79,4765.08,4,0,0,Two Year,Credit Card,4,0
2816,24,Female,46,108.14,6987.48,2,1,0,One Year,Bank Transfer,5,1
2817,44,Male,58,33.14,4165.27,2,0,1,One Year,Credit Card,8,1
2818,45,Male,28,99.74,6657.23,1,0,0,Month-to-Month,Electronic Check,8,1
2819,39,Male,14,31.91,7620.95,4,1,0,One Year,Electronic Check,8,0
2820,31,Male,9,60.8,4059.82,1,0,1,Month-to-Month,Bank Transfer,7,0
2821,24,Female,26,52.38,4879.51,2,0,0,One Year,Electronic Check,4,0
2822,54,Male,2,78.56,4914.79,4,1,0,Two Year,Credit Card,4,0
2823,39,Male,34,50.15,6273.34,3,0,0,Month-to-Month,Electronic Check,3,1
2824,22,Male,19,83.73,6601.43,4,0,0,One Year,Credit Card,6,1
2825,19,Female,39,56.74,315.11,2,0,0,One Year,Credit Card,3,1
2826,44,Male,13,106.08,5893.54,4,1,0,Month-to-Month,Bank Transfer,4,1
2827,38,Female,5,83.39,6292.14,3,0,1,Month-to-Month,Credit Card,8,1
2828,55,Male,50,41.53,5633.39,4,1,1,Two Year,Electronic Check,6,0
2829,32,Female,23,53.61,5738.2,1,1,0,Two Year,Bank Transfer,8,0
2830,38,Male,29,104.74,427.08,1,1,0,One Year,Credit Card,7,1
2831,27,Male,26,58.65,3592.11,2,1,1,One Year,Credit Card,2,0
2832,40,Female,57,73.58,6563.62,4,0,1,One Year,Credit Card,2,0
2833,56,Male,1,84.89,7478.66,2,0,0,One Year,Bank Transfer,1,0
2834,22,Male,28,54.78,1912.8,4,0,0,Month-to-Month,Credit Card,2,1
2835,18,Male,62,49.4,4675.64,2,0,0,Month-to-Month,Bank Transfer,9,0
2836,30,Female,47,67.53,6454.21,4,0,1,One Year,Electronic Check,2,0
2837,38,Male,59,41.49,6044.02,1,1,1,One Year,Bank Transfer,2,0
2838,43,Female,31,48.42,4989.23,2,1,1,Two Year,Mailed Check,5,0
2839,67,Female,70,26.21,247.66,2,1,0,One Year,Mailed Check,8,0
2840,62,Female,49,50.4,5818.7,3,0,1,Two Year,Credit Card,6,0
2841,38,Male,5,52.07,6208.62,4,1,0,Two Year,Credit Card,6,1
2842,35,Female,31,116.18,5810.51,1,0,0,One Year,Mailed Check,6,1
2843,54,Female,37,78.97,6149.89,1,0,0,Month-to-Month,Electronic Check,0,1
2844,62,Male,15,98.74,3504.23,1,0,1,Two Year,Bank Transfer,3,0
2845,49,Female,52,24.54,7950.64,2,1,1,Two Year,Mailed Check,8,0
2846,53,Female,69,30.65,6189.22,1,1,0,One Year,Bank Transfer,3,0
2847,34,Male,11,101.45,4671.57,2,1,0,Month-to-Month,Electronic Check,6,1
2848,52,Male,43,82.35,7480.11,3,1,0,Two Year,Electronic Check,1,0
2849,66,Female,70,39.1,7274.77,1,1,1,One Year,Mailed Check,5,0
2850,28,Male,23,60.48,6535.08,3,0,1,Month-to-Month,Credit Card,4,0
2851,38,Male,40,73.87,4553.19,4,1,0,Month-to-Month,Electronic Check,9,0
2852,69,Male,63,104.36,4264.1,4,1,0,Month-to-Month,Electronic Check,1,1
2853,43,Female,2,26.04,2696.79,3,1,1,Two Year,Bank Transfer,2,0
2854,21,Female,47,79.67,2081.94,4,0,0,Month-to-Month,Bank Transfer,2,0
2855,51,Male,30,91.7,4147.64,1,1,0,Two Year,Mailed Check,2,0
2856,69,Female,16,117.79,4664.48,1,1,1,One Year,Mailed Check,4,1
2857,65,Male,59,100.72,2031.76,2,0,1,Month-to-Month,Bank Transfer,9,1
2858,35,Male,47,47.62,7388.55,3,1,1,Two Year,Electronic Check,8,0
2859,57,Male,30,90.96,4502.46,3,0,0,Month-to-Month,Credit Card,6,1
2860,52,Male,9,96.33,4259.39,2,0,0,Two Year,Credit Card,5,1
2861,58,Male,65,92.97,3541.54,1,1,1,One Year,Mailed Check,3,1
2862,46,Female,59,102.01,558.76,3,1,1,Two Year,Bank Transfer,4,0
2863,69,Female,64,110.37,7070.97,2,1,0,One Year,Electronic Check,5,0
2864,46,Female,8,29.84,2604.25,3,0,1,Month-to-Month,Credit Card,7,1
2865,55,Female,52,30.48,5175.44,3,1,1,Two Year,Credit Card,8,1
2866,59,Male,18,99.64,4898.73,2,0,1,One Year,Credit Card,1,0
2867,38,Male,58,45.24,4717.45,3,0,0,Month-to-Month,Electronic Check,7,0
2868,59,Female,49,25.85,4253.13,4,1,1,One Year,Electronic Check,7,0
2869,30,Female,32,60.12,1533.37,2,1,0,Month-to-Month,Mailed Check,6,0
2870,66,Male,48,101.99,2316.79,2,0,1,One Year,Mailed Check,3,0
2871,58,Male,45,32.66,4241.09,4,1,0,Two Year,Bank Transfer,8,0
2872,34,Male,54,87.18,6335.81,3,0,0,One Year,Bank Transfer,6,0
2873,26,Female,46,20.36,3512.71,4,1,1,Month-to-Month,Bank Transfer,4,0
2874,58,Male,31,30.97,1710.99,3,1,0,One Year,Bank Transfer,3,0
2875,18,Male,37,55.09,794.76,1,1,0,One Year,Bank Transfer,5,0
2876,19,Female,16,28.36,5337.79,4,1,1,Two Year,Mailed Check,5,0
2877,65,Female,46,104.59,3444.39,4,0,0,Month-to-Month,Electronic Check,8,0
2878,46,Female,46,106.41,1090.43,4,0,1,Month-to-Month,Credit Card,6,0
2879,50,Male,61,95.56,5428.29,1,0,1,One Year,Electronic Check,0,0
2880,27,Male,46,44.25,1739.87,3,0,0,Month-to-Month,Mailed Check,3,0
2881,67,Female,51,72.32,4121.23,1,0,0,Month-to-Month,Credit Card,3,0
2882,57,Male,62,38.42,2518.89,4,0,0,Month-to-Month,Credit Card,4,0
2883,38,Male,35,48.13,7460.35,1,1,0,Two Year,Electronic Check,4,0
2884,45,Male,42,71.6,1903.48,4,1,1,Two Year,Credit Card,9,0
2885,28,Female,45,93.5,3417.36,2,0,1,Two Year,Mailed Check,3,0
2886,51,Female,68,29.47,7680.0,3,0,1,Month-to-Month,Credit Card,2,0
2887,25,Male,47,49.67,2617.93,4,0,0,Two Year,Electronic Check,5,0
2888,39,Male,30,112.66,5192.29,1,0,1,Month-to-Month,Electronic Check,1,0
2889,25,Male,24,62.91,2602.14,1,0,1,Two Year,Bank Transfer,8,0
2890,66,Male,66,113.89,974.33,1,0,1,One Year,Mailed Check,5,0
2891,32,Female,43,119.14,5057.62,3,1,0,Month-to-Month,Credit Card,4,1
2892,34,Female,34,72.67,7336.65,2,1,0,One Year,Credit Card,2,0
2893,40,Male,23,48.8,3675.26,3,0,0,One Year,Credit Card,3,0
2894,41,Male,61,99.08,5046.79,2,0,0,One Year,Electronic Check,5,0
2895,62,Female,37,35.93,4910.3,1,1,1,Two Year,Mailed Check,2,0
2896,36,Male,13,45.2,3379.21,3,1,0,Two Year,Credit Card,9,1
2897,22,Female,71,98.49,4957.68,2,1,1,One Year,Mailed Check,6,1
2898,49,Male,7,63.36,2148.61,1,1,0,One Year,Credit Card,4,1
2899,61,Female,42,40.15,3086.5,1,1,1,One Year,Bank Transfer,9,0
2900,18,Male,38,85.11,3594.32,3,0,0,Two Year,Bank Transfer,0,1
2901,40,Male,52,93.28,6925.67,2,1,1,One Year,Bank Transfer,8,0
2902,54,Female,44,32.51,2851.83,1,1,1,One Year,Electronic Check,8,0
2903,25,Female,64,47.7,5117.58,1,1,0,Month-to-Month,Credit Card,0,0
2904,30,Male,13,42.13,1785.89,1,1,0,One Year,Electronic Check,3,0
2905,25,Male,28,57.99,2095.3,4,1,0,Month-to-Month,Electronic Check,3,0
2906,40,Female,1,96.34,5222.59,2,1,0,Month-to-Month,Electronic Check,9,1
2907,60,Female,43,91.37,6122.25,2,1,0,Month-to-Month,Bank Transfer,7,1
2908,18,Male,42,86.25,3750.73,4,1,0,Two Year,Mailed Check,1,1
2909,62,Male,50,20.63,2747.29,1,1,0,One Year,Mailed Check,6,0
2910,68,Female,60,34.21,7291.15,4,1,0,One Year,Mailed Check,7,0
2911,41,Female,1,42.33,1172.88,4,1,1,Month-to-Month,Credit Card,2,1
2912,52,Female,51,47.2,5793.64,4,0,1,Month-to-Month,Electronic Check,9,1
2913,41,Female,16,34.64,5552.35,2,1,0,Month-to-Month,Electronic Check,2,0
2914,34,Female,39,61.03,5552.94,1,1,1,Month-to-Month,Credit Card,8,1
2915,22,Male,15,27.52,7489.82,1,0,1,One Year,Electronic Check,7,0
2916,37,Male,33,95.0,5852.7,2,1,0,One Year,Mailed Check,0,0
2917,38,Female,53,98.77,2482.36,2,1,0,Month-to-Month,Electronic Check,1,0
2918,57,Male,17,77.43,2891.93,4,1,1,Month-to-Month,Credit Card,3,0
2919,48,Male,6,28.97,3189.78,4,0,0,Month-to-Month,Credit Card,5,0
2920,63,Female,31,109.01,343.39,3,0,1,Month-to-Month,Mailed Check,2,0
2921,53,Male,69,116.56,7316.73,3,0,0,Two Year,Electronic Check,3,0
2922,28,Male,40,40.24,681.07,2,1,1,One Year,Credit Card,3,0
2923,69,Male,30,90.46,5628.37,4,0,0,One Year,Credit Card,9,1
2924,32,Female,69,104.19,5868.27,2,1,1,Two Year,Credit Card,6,0
2925,36,Female,7,73.98,6765.35,4,0,0,Month-to-Month,Mailed Check,6,1
2926,24,Male,13,52.33,4471.56,4,1,1,Month-to-Month,Electronic Check,6,1
2927,68,Male,4,67.86,5829.59,2,0,1,One Year,Bank Transfer,3,0
2928,45,Male,50,71.23,2491.51,2,0,0,Two Year,Electronic Check,4,0
2929,68,Male,3,60.06,5990.11,1,1,1,Month-to-Month,Mailed Check,3,1
2930,60,Male,12,112.98,2812.98,1,1,1,One Year,Mailed Check,8,0
2931,22,Male,65,94.39,7232.42,3,1,0,One Year,Credit Card,3,0
2932,22,Female,27,44.13,1390.72,2,1,1,One Year,Credit Card,0,0
2933,47,Male,50,78.56,2594.48,3,1,1,Two Year,Mailed Check,7,0
2934,49,Male,17,88.87,4040.28,2,0,1,Two Year,Bank Transfer,5,1
2935,25,Female,32,34.02,6229.22,2,1,0,Two Year,Bank Transfer,1,0
2936,27,Male,51,55.84,6015.51,2,1,1,Two Year,Mailed Check,0,0
2937,55,Male,17,110.55,1764.66,1,1,0,Two Year,Credit Card,9,1
2938,64,Male,34,76.72,1239.46,3,0,1,Two Year,Mailed Check,6,0
2939,49,Male,35,41.7,2501.36,2,1,0,One Year,Credit Card,7,0
2940,65,Female,24,32.28,3921.66,3,0,1,One Year,Credit Card,9,0
2941,45,Male,54,71.82,4358.14,3,1,0,Month-to-Month,Mailed Check,8,0
2942,34,Female,18,74.77,3490.19,1,1,1,Month-to-Month,Electronic Check,3,1
2943,48,Male,50,53.44,5338.41,1,1,1,Month-to-Month,Mailed Check,6,0
2944,25,Male,46,83.04,3477.72,2,0,0,Two Year,Electronic Check,4,1
2945,57,Female,48,26.87,7576.0,4,1,1,Two Year,Bank Transfer,1,0
2946,42,Male,33,34.51,2161.65,3,1,1,Month-to-Month,Credit Card,2,0
2947,26,Female,27,74.63,5056.24,1,0,1,Month-to-Month,Bank Transfer,7,1
2948,19,Female,1,26.18,4929.89,3,1,0,Two Year,Credit Card,9,1
2949,32,Female,59,108.09,2324.44,4,0,0,Two Year,Credit Card,4,0
2950,67,Male,10,34.21,3352.33,3,1,1,One Year,Mailed Check,2,0
2951,20,Male,25,87.39,2987.24,2,1,0,Month-to-Month,Credit Card,7,1
2952,66,Male,57,59.12,1462.74,3,0,1,Two Year,Bank Transfer,6,1
2953,53,Male,66,59.98,3870.63,1,1,0,One Year,Credit Card,6,0
2954,21,Female,15,96.49,3154.63,2,1,0,One Year,Electronic Check,6,0
2955,31,Male,28,69.95,1508.71,2,1,0,Two Year,Electronic Check,4,1
2956,58,Male,13,92.57,3654.05,4,0,1,Two Year,Mailed Check,3,0
2957,58,Female,14,70.52,3432.57,2,1,1,One Year,Mailed Check,5,0
2958,42,Female,66,79.29,1137.79,1,1,0,One Year,Credit Card,5,0
2959,67,Male,34,96.07,1136.38,4,0,0,Two Year,Bank Transfer,5,1
2960,27,Female,25,80.73,5215.31,2,1,0,Month-to-Month,Mailed Check,7,1
2961,38,Female,54,81.56,5681.99,4,1,0,Month-to-Month,Mailed Check,5,1
2962,53,Female,12,98.92,7535.33,3,1,1,Month-to-Month,Mailed Check,9,1
2963,29,Female,9,114.91,787.34,2,0,0,Month-to-Month,Electronic Check,3,1
2964,44,Female,31,57.67,1031.11,1,1,0,Month-to-Month,Bank Transfer,9,1
2965,57,Male,53,77.71,509.36,1,1,0,Month-to-Month,Mailed Check,9,1
2966,19,Male,43,28.63,4304.6,2,0,0,Month-to-Month,Credit Card,3,1
2967,30,Male,38,55.88,5019.7,3,0,1,Two Year,Mailed Check,4,0
2968,49,Male,42,61.2,3287.84,4,0,1,One Year,Mailed Check,6,0
2969,48,Male,48,103.52,6403.43,1,1,1,One Year,Electronic Check,0,1
2970,33,Male,67,71.34,5524.93,1,0,1,One Year,Electronic Check,0,0
2971,49,Male,66,93.11,7888.14,4,1,0,One Year,Mailed Check,4,1
2972,49,Female,16,21.9,1189.37,4,1,1,Month-to-Month,Bank Transfer,4,0
2973,51,Male,16,66.45,560.69,1,0,1,Two Year,Electronic Check,0,0
2974,28,Male,31,110.13,2270.95,4,1,0,One Year,Mailed Check,6,1
2975,27,Male,58,42.43,250.5,2,0,1,Month-to-Month,Bank Transfer,6,1
2976,32,Female,28,23.15,7467.63,1,0,1,Month-to-Month,Mailed Check,3,0
2977,34,Male,4,63.34,2501.22,1,0,1,Month-to-Month,Bank Transfer,1,0
2978,57,Male,10,90.44,4464.2,1,0,1,Two Year,Credit Card,1,1
2979,35,Female,51,65.45,2612.75,2,1,1,Two Year,Electronic Check,3,0
2980,26,Male,18,66.0,2041.89,1,1,1,Two Year,Credit Card,1,0
2981,42,Male,47,86.98,1303.68,4,1,0,One Year,Bank Transfer,0,0
2982,57,Female,32,45.44,2630.89,1,0,0,One Year,Electronic Check,0,0
2983,31,Male,30,95.19,4961.81,2,0,0,Two Year,Electronic Check,7,1
2984,42,Female,36,35.31,7775.81,2,1,0,Two Year,Credit Card,1,0
2985,67,Male,9,59.58,4508.93,3,0,1,Two Year,Bank Transfer,8,0
2986,39,Male,36,85.6,4308.4,1,1,1,Two Year,Electronic Check,1,0
2987,69,Male,29,102.84,378.58,2,0,1,Month-to-Month,Bank Transfer,3,0
2988,47,Female,16,99.15,6736.78,3,0,1,One Year,Bank Transfer,6,0
2989,37,Female,21,92.17,454.25,1,1,1,Month-to-Month,Electronic Check,6,1
2990,38,Female,64,55.91,7259.23,2,1,0,One Year,Electronic Check,9,1
2991,61,Male,66,32.23,4355.51,2,1,0,Month-to-Month,Electronic Check,7,0
2992,49,Male,59,41.68,1430.89,1,0,0,Month-to-Month,Credit Card,2,0
2993,68,Female,28,106.48,3668.49,1,1,1,Month-to-Month,Electronic Check,0,0
2994,63,Female,55,105.73,7960.38,3,1,0,Two Year,Electronic Check,3,0
2995,66,Male,31,115.16,2510.15,1,0,1,Month-to-Month,Mailed Check,2,0
2996,38,Male,33,27.6,2228.73,1,0,0,Month-to-Month,Mailed Check,3,0
2997,52,Male,60,73.68,1032.25,4,0,0,Two Year,Credit Card,5,0
2998,49,Male,41,84.87,4817.42,1,0,1,Two Year,Credit Card,0,0
2999,47,Female,46,91.07,804.89,2,0,0,One Year,Mailed Check,0,1
3000,56,Male,49,84.39,6151.46,3,1,1,Month-to-Month,Credit Card,1,1
3001,66,Male,65,97.0,7361.87,3,0,0,One Year,Mailed Check,9,0
3002,29,Male,42,55.95,7461.78,3,1,1,One Year,Mailed Check,9,0
3003,58,Male,23,37.94,952.54,2,0,0,Month-to-Month,Bank Transfer,2,0
3004,64,Male,27,40.46,4510.27,1,0,1,One Year,Credit Card,4,0
3005,35,Male,32,21.2,867.17,2,0,0,Two Year,Electronic Check,8,1
